"","phys","AAM","LAM","L2","L3","Linf","K_var","F","base_K"
"1",10.7610062893082,12.7330693261949,0.46695981108922,0.370798271898367,0.472388494015297,0.772352679527417,0,0,"High base food resource level"
"2",10.968152866242,12.6437452858148,0.463446178997354,0.37003924817036,0.470780985442017,0.769515950653206,0,0,"High base food resource level"
"3",10.746835443038,12.8785588195373,0.470158506163349,0.370631871536222,0.472595013410076,0.770975684005617,0,0,"High base food resource level"
"4",10.3836477987421,12.787385694252,0.468071459254647,0.370700364930673,0.472366905807742,0.771729737515801,0,0,"High base food resource level"
"5",10.9620253164557,12.7771970135167,0.466902407173018,0.370135739015996,0.471404637779077,0.769825620292638,0,0,"High base food resource level"
"6",11.0817610062893,12.6081312002109,0.463368521010514,0.370497898771164,0.471317495172822,0.771070513238052,0,0,"High base food resource level"
"7",10.8481012658228,12.7538154022159,0.466137505153548,0.370084463469261,0.471206100068823,0.769431291395018,0,0,"High base food resource level"
"8",11.1075949367089,12.5664650064195,0.462473437113094,0.370636371046197,0.471377915579002,0.771173750939644,0,0,"High base food resource level"
"9",10.9556962025316,12.662037996303,0.464735682958882,0.370414866482704,0.471632719557708,0.770995346549146,0,0,"High base food resource level"
"10",10.8860759493671,12.7397837701154,0.466772044986241,0.37065329923106,0.471780040714793,0.771003324812346,0,0,"High base food resource level"
"11",10.8364779874214,12.848051707164,0.469006024815294,0.370334327251855,0.472131488181526,0.770528456438342,0,0,"High base food resource level"
"12",10.7215189873418,12.7094154162629,0.464816268083089,0.369939731182759,0.470736352777506,0.768463908290986,0,0,"High base food resource level"
"13",10.6163522012579,12.6829569156232,0.465318664278549,0.370384834548553,0.471772766081674,0.771416131497772,0,0,"High base food resource level"
"14",10.7232704402516,12.8194532130193,0.468878756784028,0.370604067748293,0.472590824882811,0.771756854489766,0,0,"High base food resource level"
"15",10.9873417721519,12.5556356412359,0.461796077980364,0.370273715493546,0.470611471869458,0.77069980702152,0,0,"High base food resource level"
"16",10.5471698113208,12.8441506970258,0.468641687152619,0.370166189300708,0.47185140119142,0.770557051776039,0,0,"High base food resource level"
"17",11.0636942675159,12.6028757600983,0.462224287069503,0.369968529273467,0.470311357868306,0.768372499414898,0,0,"High base food resource level"
"18",10.8805031446541,12.8152059635651,0.469168671212093,0.370912293957037,0.472910894278335,0.772450847496173,0,0,"High base food resource level"
"19",10.8607594936709,12.5581265139178,0.46077559463824,0.369590379282723,0.469783233186612,0.767925579817168,0,0,"High base food resource level"
"20",10.5859872611465,12.7317291679278,0.465668707215833,0.370098212508884,0.471128641293968,0.769308938415658,0,0,"High base food resource level"
"21",11.3227848101266,12.6285835418764,0.462736454914601,0.369792319587054,0.470380164344175,0.768243309104989,0,0,"High base food resource level"
"22",10.6455696202532,12.6856509816268,0.465108599173187,0.370476281508634,0.471507868422312,0.770145061895024,0,0,"High base food resource level"
"23",10.5506329113924,12.6817567344381,0.465300031330691,0.370611552269157,0.471828199912156,0.77131394651678,0,0,"High base food resource level"
"24",10.9050632911392,12.6566003964985,0.465257528575706,0.370568287425079,0.472186094106206,0.772691951358208,0,0,"High base food resource level"
"25",10.8481012658228,12.6713376824034,0.464798604247031,0.370460981723861,0.471422064952782,0.771146130937841,0,0,"High base food resource level"
"26",10.4465408805031,12.780981935443,0.467784466502906,0.370630612112978,0.472140796264662,0.771602134503936,0,0,"High base food resource level"
"27",10.6375,12.7291177716047,0.46646661621827,0.370653919979385,0.472048512126899,0.770884940145614,0,0,"High base food resource level"
"28",10.7594936708861,12.7065509609304,0.46585406736735,0.370628832072598,0.471901414560086,0.771197225988835,0,0,"High base food resource level"
"29",10.440251572327,12.8199364922971,0.468422407050947,0.370391191213594,0.472015531881034,0.770749964794323,0,0,"High base food resource level"
"30",11.1194968553459,12.8181187310109,0.468388890972191,0.370440658831769,0.472113898664876,0.770685852175173,0,0,"High base food resource level"
"31",10.6139240506329,12.7316753818901,0.466180878599254,0.370315917084242,0.471698580762296,0.77036167526155,0,0,"High base food resource level"
"32",11.0379746835443,12.7066797335598,0.465478855956572,0.370364464822404,0.471505311880763,0.770218095582946,0,0,"High base food resource level"
"33",11,12.6617566986445,0.46445460793064,0.37033090778517,0.471398243097685,0.770799055256477,0,0,"High base food resource level"
"34",10.6352201257862,12.7427010110262,0.466630175057053,0.370470355018588,0.471651028808718,0.771530062996862,0,0,"High base food resource level"
"35",10.8301886792453,12.6518979893261,0.463926647385161,0.37010053418046,0.47110102367195,0.770114063047805,0,0,"High base food resource level"
"36",10.5471698113208,12.6555942538361,0.464135584631877,0.370303712764013,0.471219025972614,0.770517524837881,0,0,"High base food resource level"
"37",10.6708860759494,12.6418763650375,0.463724147005128,0.370269545215197,0.471027185584042,0.770003245452973,0,0,"High base food resource level"
